date,name,keycode,party,state,text,text_matched_roots,text_num_matched_roots,text_num_words,text_root_ratio,caption,caption_matched_roots,caption_num_matched_roots,caption_num_words,caption_root_ratio,elite,centr,left,right,text_populism,elite_cap,centr_cap,left_cap,right_cap,cap_populism
2024/10/1,Ted Cruz,DAmGqIJynBz,Republican,Texas,"have been released, are wandering around. Let me ask you something, Ben, why isn't that number zero?  You need to understand that under Joe Biden and under Kamala Harris, they are apprehending illegal immigrants.  They have illegal immigrants in their custody.  These are illegal immigrants that they look at and say, oh, this person's a murderer.  They've been convicted of murder already.  These murderers are released.  13,099.  of ICE, sent a letter to a congressman, Tony Gonzalez, Texas congressman, who'd asked him,  and said, let me just give you the number of criminal illegal aliens that are currently  You've got another 222,141 that have pending criminal cases against them right now.  So they're under indictment today.  So they're not convicted yet.  And there is some overlap, by the way.  That 425,000, that 222,000, they're some of the people that have pending charges who are  also convicted criminals.  So it's not exactly that you add those two numbers up.  taken back by these numbers? It is jaw dropping. Now, I don't think it's accidental that Kamala  Harris, the presidential candidate who's called for abolishing ICE, now has the head of ICE saying,  oh, by the way, these are the criminals you're letting go. I think that was very deliberate.  But but look, I want you to give a listen. Fox News reported on this. And for those of  y'all watching the video on YouTube or Rumble.  I want you to see the shock.  You know why they're not being detained?  Because Joe Biden and Kamala Harris don't want to detain him.  convicted of murder.  But anyway, you look at it, you're looking at well over a half million people.  who Joe Biden and Kamala Harris are responsible for them being released.  Now, some of them were released from custody prior to the Biden administration.  This is the entire non-detained docket.  So not all of them were released in the last four years.  But these are the people that they know of.  What should I do with them?  walking around America, and the numbers are staggering.  who are illegal aliens.  1,845 illegal immigrants who have pending homicide charges against them.  Why is any one of them released?  Every one of those 1,845 could be apprehended right now.  If they're illegal immigrants, they can be detained.  who are also illegal aliens, who are also released.  And they fall into two categories.  And let's break down the numbers a little bit more.  56,533 have drug convictions.  So drug dealer in your school?  Well, guess what?  Every one of these half million, they should go and arrest them and either put them in jail or deport them, one or the other.  It should be.  Like every circumstance you apprehend an illegal immigrant.  Oh, you're a murderer.  Guess what?  Get your ass out of this country.  You're not coming into the United States.  Like, why is that not a real simple decision?  Jeffrey Dahmer wants to come in.  Good idea.  Yes.  No.  How about no?  Yeah.  Let me tell you, if Donald Trump gets elected.  That's literally their thought process.  And this is not one or two.  The numbers are staggering.  You're talking about over a half million criminals.  Oh, I know. Let's let him go.  Kamala Harris released that drug dealer, so you can be happy that your kids now have a drug dealer,  has one drug conviction or more already, but Kamala Harris sent them to your school.  How about kidnapping? 2,521 who've been convicted of kidnapping have been released.  How about sex assault convictions?  15,811 have been convicted of sexual assault.  because Joe Biden and Kamala Harris want them released.  And you look at some of the others.  All right, drug convictions.  Like, that number should be zero.  By the way, they're an additional.  And the numbers are just staggering.  So let's take...  So you've got 425,431 who are convicted criminals, who they're illegal aliens, and they already have at least one criminal conviction.  Many of them have multiple criminal convictions, but they all have at least one.  That's almost a half million that are convicted criminals.  On top of that.  of the Fox host.  They were anchors, yeah.  Just the degree of these numbers,  how many murderers are threatening your family right now?  Give a listen, take a watch.  illegal immigrants",[],0,719,0.0,"Kamala Harris claims to be tough on the border, but the facts tell a very different story.

On Verdict, @benfergusonpodcast and I expose how under the Biden-Harris administration, over 400,000 criminal illegal aliens—including rapists and murderers—are out walking the streets.",[],0,40,0.0,0.9778636,0.024146648,0.017591504,0.88992524,elite,0.9909479,0.23502405,0.053133123,0.9785831,elite
2024/10/2,Kari Lake,DAmio6TtGXA,Republican,Arizona,"with all of our tribal nations.  When you trigger the moms and you start messing with our kids, that's when the mama bear comes out.  in the U.S. Senate, I want to represent all Arizonans and I want to be a good partner.",[],0,43,0.0,"Kari Lake, the Republican US Senate candidate in Arizona, recently held her second Native roundtable with Indigenous women who live everyday lives outside of political circles.

The conversation covered critical topics like giving children a platform to succeed, the challenges of inflation and higher gas prices under the Biden-Harris administration, and the impact of the open border, supported by Democrats like Ruben Gallego.

It emphasized community-driven efforts, Indigenous ways of knowing, motherhood, parenting, the readiness of Native youth to lead, and pushing back against woke culture in classrooms. @karilake expressed her unwavering commitment to supporting Native Americans, both in urban and rural areas, across all tribal nations in Arizona.

WATCH HERE: https://www.youtube.com/@karilake

#KariLake #NativeRoundtable #IndigenousVoices #ArizonaTribes #BidenHarrisInflation #OpenBorderImpact #TribalConcerns #SupportNativeNations #NativeVote #NativesVote #SkoVoteDen #NativeAmericanIssues #nativeconservative #nativerepublicans #navajosfortrump #nativesfortrump",[],0,128,0.0,0.17199549,0.8860699,0.011552077,0.01178436,centr,0.039915543,0.55691886,0.07040017,0.14979485,centr
2024/10/2,Ted Cruz,DAm3hHwAgld,Republican,Texas,"You know, my debate's October 15th, and I'm running against a hard left Democrat, call it all red, just like Kamala Harris.  Both of them are hiding in Biden's basement.  Both of them are trying to run away from the radical left wing record.  And both of them are relying on hundreds of millions of dollars.  As you know, Sean, Chuck Schumer is flooding millions of dollars into the state of Texas.  George Soros is flooding millions of dollars.  We're being massively outspent.  And so I'm so grateful for everyone watching who goes to TedCruz.org.  TedCruz.org makes a contribution of $25, $50, $100.  We are being massively outspent.  I'll tell you, we've had now two polls in the last two weeks that show this as a one-point race.  And, in fact, we've had two polls that show the Democrat winning because Chuck Schumer is spending so much money.  It's why I need so many of your viewers to go to TedCruz.org right now.  And support us because, just like Kamala Harris is trying to do to Donald Trump,  Colin Allred is trying to do the same thing to Texas and flip Texas blue.  And Chuck Schumer and George Soros are paying him.  Senator Cruz, we're going to be following your race very closely.  As always, thank you for being with us.",[],0,221,0.0,"Chuck Schumer and George Soros are sending millions of dollars to try and flip Texas blue.

I need patriots across the country to go to tedcruz.org to help me push back and hold the line in Texas.",[],0,37,0.0,0.9908942,0.03465475,0.05025883,0.9783003,elite,0.9809249,0.036488518,0.42125106,0.6144995,elite
2024/10/2,Ted Cruz,DAm6I3sgEQO,Republican,Texas,"Well, Sean, tonight was a very good night.  J.D. did an excellent job tonight.  And I got to say, the winner of the debate tonight was Donald Trump.  The loser of the debate tonight was Kamala Harris.  You know, Kamala Harris is desperately trying to hide in Joe Biden's basement.  She's trying to hide from her record.  The best moments in the debate were when it focused on economics,  when it focused on the economic disaster of Kamala Harris's record,  how working men and women are paying more at the grocery store, at the pump,  paying more every day, and also when it focused critically on the fact that she is the incumbent.  You and I have talked about before how Kamala Harris's entire strategy is to pretend she's in an alternate reality  where she's the change candidate and Donald J. Trump is the incumbent president.  And I think tonight, I think J.D. did a very good job of contrasting Donald Trump's record to Kamala Harris's record.  And if we compare their records, whether it is on the border,  under Donald Trump's record,  the border was secure under Kamala Harris.  It's the worst it's ever been on history.  Whether it's the economy, under Donald Trump we had booming prosperity.  Under Kamala Harris, we have American people struggling and hurting.  Or whether it was foreign policy, under Donald Trump we had peace.  And in fact, we saw peace breaking out in the Middle East.  Under Kamala Harris, we see war across the globe.  I think that contrast came out very clearly tonight, and Kamala Harris was the loser.",[],0,267,0.0,"Donald Trump was the clear winner of tonight’s debate.

JD Vance did a fantastic job comparing and contrasting Donald Trump and Kamala Harris’s records.

Under Trump, we had peace and prosperity. Under Kamala, we’ve had wars breaking out across the world and record inflation.",[],0,44,0.0,0.9866419,0.028078392,0.0047989525,0.06915099,elite,0.14015809,0.0026318643,0.0017581175,0.0071601407,none
2024/10/2,Bernie Moreno,DAoE5HxOmH2,Republican,Ohio,"I know firsthand.  To J.D. Vance, America First is not just a slogan.  It's his North Star.  He has followed it every moment of his life and career.  He knows what it's like to live in poverty, forgotten by Washington politicians.  He is dedicated to ensure that no American is ever forgotten again.  It is a great...  to move that J.D. Vance be nominated by acclamation  by this Republican National Convention  as its candidate for the office of Vice President  of the United States of America.  Thank you, Madam Chair. My name is Bernie Marino. I'm honored to be the Republican nominee for the U.S. Senate from the great state of Ohio.  that my dear friend J.D. is a selfless and brilliant fighter.  He is a patriot who loves America.  He loves Ohio.  He loves his family.  He's a great father.  He's a great man.  And that's what we need in this nation today.",['politici*'],1,154,0.006493506,Never been more proud of my friend JD. Americans saw last night what we’ve known in Ohio for a while - he’s got President Trump’s back and is an incredible leader for our America First values.,[],0,36,0.0,0.0060552,0.9671437,0.06216756,0.010135481,centr,0.005326829,0.7957677,0.0042585703,0.0055929,centr
2024/10/3,Sherrod Brown,DArdBJZyzmB,Democratic,Ohio,"Republican senator from Indiana in Florida and a Democratic senator from Pennsylvania to do this right.  its vehicles from Mexico into the United States.  We need to stop it before it starts,  and I work on a bipartisan initiative with the  Local 14 today, the UAW in Toledo.  Our job is to make sure ahead of time we enforce trade laws so that China doesn't backdoor.",[],0,66,0.0,"Connie & I are proud to drive Jeeps made by @uaw.union workers here in Toledo. China will stop at nothing to undercut these jobs, even routing their cars through Mexico to avoid US tariffs.
?
The Administration must take action to get tough on China & stand up for American workers.",[],0,50,0.0,0.00562331,0.0066078636,0.0052461103,0.0047673155,none,0.3223338,0.9241614,0.28916603,0.111093104,centr
2024/10/3,Dave McCormick,DArd-VkuI5T,Republican,Pennsylvania,"by the American dream, and I'm running because I'm worried that's not going to be available  for our kids. That is why this election is so important. And that's why at this moment,  leadership makes all the difference. This election is about passing on a country  to the next generation that's as good as the one that was given to us. And I want to tell you,  as a former wrestler, I wasn't the best wrestler, but I always knew that if I could get into the  third period within a point or two, I was going to win. And the reason I was going to win is the  reason we're going to win. Because in the third period, it's not about wrestling. It's about  mental toughness. It's about perseverance. It's about resilience. It's about fighting  every minute, every day, every hour. We're counting on you. Let's go win.  and I've been blessed.",[],0,153,0.0,LET’S GO WIN!,[],0,3,0.0,0.0017879137,0.7496778,0.013613419,0.003741919,centr,0.0077182525,0.015617678,0.0024950565,0.002561816,none
2024/10/4,Bob Casey,DArswdLtT3E,Democratic,Pennsylvania,"His reaction was that that decision made him, quote, very, very happy, unquote.  So that's where he's been on this issue.  And when you talk about bans in other states, a woman in Florida hemorrhaging before she had to go on a ventilator before her life was saved.  I don't think we want to see that in Pennsylvania.  And he said, life of the mother.  I made a decision to support the Women's Health Protection Act.  I don't support Republican efforts to ban abortion across the country.  But just remember what Mr. McCormick just said.  He talked about his position on abortion, but it's different than it was just two years ago when you asked that question.  Your question was very specific.  What exceptions do you support?  not an exception for rape, not an exception for incest.  His words now are a big change.  But when the decision was made to overturn Roe,",[],0,153,0.0,"I’m fighting to restore Roe v. Wade. 

My opponent said overturning Roe made him “very, very, happy.""",[],0,17,0.0,0.010899592,0.0038537653,0.0034549169,0.002461427,none,0.0084115015,0.0036399292,0.0024548525,0.0035531337,none
2024/10/4,Dave McCormick,DArxp0NNw2P,Republican,Pennsylvania,"You're going to hear throughout this, you've heard throughout this campaign, when you don't have a record to run on, as Senator Casey does not, you attack your opponent.  His voice is primarily attacking me.  For your viewers tonight, I have a website that's been established today.  It's been launched, CaseyLies.com.  You can go and see the actual facts by third-party sources of all the things he's saying.  There will be lies throughout, but you should ask yourself, why is a senator with an 18-year track record who should be able to run on his record, running his entire campaign with a negative set of attacks on me, most of them lies?  Thank you.  Thank you.",[],0,116,0.0,"Bob Casey has been in the Senate for 18 years and has no record to run on — that’s why he’s lying.

Visit caseylies.com to see the facts for yourself.",[],0,30,0.0,0.9816823,0.009293442,0.0057365936,0.0118080685,elite,0.97241986,0.0059813904,0.0059195925,0.010498885,elite
2024/10/4,Dave McCormick,DAryxYyNs-5,Republican,Pennsylvania,"This is the most important election of our lifetime.  Our country is in trouble.  Our commonwealth is in trouble.  We have wide open borders.  We have a weak economy.  America is going in the wrong direction.  Skyrocketing prices that are putting enormous pressure on most families.  I'm a seven-generation Pennsylvanian.  I'm a political outsider.  I'm a businessman.  I'm a West Point graduate.  I'm a combat vet from Iraq.  I'm running because I want to make sure the America I love is available for my six daughters, for all of our children.  Bob Casey is not just part of the problem.  Bob Casey is the problem.  Bob Casey is a weak leader.  Bob Casey is a career politician.  Bob Casey went to the Senate to change Washington.  Washington changed Bob Casey.  Bob's voted for wide open borders.  He voted for sanctuary cities.  He's voted against funding for the Border Patrol.  He's voted for federal benefits for illegal immigrants.  He's voted for all these wild spending bills under Biden and Harris, which have led to an increase in prices for working families.  He's been soft on crime.  He's been soft on China.  He's voted for tax hikes on middle-class workers in Pennsylvania.  He's voted for tax cuts for millionaires in California and in New York.  Bob Casey's actually voted for biological males to be able to compete in women's sports.  So let's face it, Bob.  You are a liberal.  And this is not the Bob Casey you elected for office 30 years ago.  We need common sense leadership that's going to secure the border, get our economy back on track, and keep America safe.  Our Commonwealth deserves change.  And our under Carter's rule that's going to spark  Excuse me.  Pardon me, go ahead.  Okay,?? U. N.  B.  I refuse it.  Anymore. ??or Stelle.  chart.  Okay.  Your stipulated consent was approved for the Congress to announce that the Rule Story regulation efforts were complied with.  And what should I say?  Threat covered your voter right?",['politici*'],1,332,0.003012048,"I’m a seventh-generation Pennsylvanian, West Point grad, combat veteran, businessman, and political outsider who’s running to make sure the America I love is available for my children and yours.

Bob Casey isn’t just part of the problem — he is the problem.

He’s a weak, liberal career politician who went to Washington to change it, but Washington changed him.

This is not the Bob Casey Pennsylvania elected 30 years ago. 

Our commonwealth deserves change and I’d be honored to serve our commonwealth as PA’s next Senator.",['politici*'],1,86,0.011627907,0.98115724,0.7582233,0.11847369,0.98933315,right,0.9563742,0.5730716,0.0072537106,0.48392373,none
2024/10/4,Dave McCormick,DAr0QHhtidm,Republican,Pennsylvania,"uh... and this is not the bob keating you elected for office thirty years ago  So let's face it, Bob, you are a liberal.",[],0,24,0.0,"Let’s face it, @bobcaseyjr — you are a liberal!",[],0,9,0.0,0.53812784,0.0015523754,0.0014002342,0.08294642,elite,0.7101866,0.0035044325,0.0016398269,0.20822078,elite
2024/10/4,Kari Lake,DAsQTXRKSbJ,Republican,Arizona,"who's laughing, is truly laughing at the American people because he doesn't care about us and is proven in his voting record.  that was caused by this hurricane that came through in Tennessee and North Carolina.  I am devastated to see the images out of those two states.  And this lunatic that you're seeing over here, this guy right here with the beard.  Well, especially when you're Rubin and you have a disgusting, horrible voting record that's, you know, America last, open borders, pro-sanctuary city, anti-cop.  Americans who are suffering under the flooding.  of trying to destroy our country.  And especially, Greg, this $1 billion that he was gung-ho for FEMA to spend on setting up illegals to get their roots settled in this country over the past couple of years.  And now we're finding out because they spent all of their money setting up illegals that Rubin let in.  You know, men participating in women's sports, of course you don't want to have to defend that because there is no defense.  They don't have enough money for the...",[],0,179,0.0,"I understand why Gallego doesn't want to debate me. His record is indefensible

We're watching the awful consequences of his actions play out in Tennessee & North Carolina, where Americans are DYING because Ruben diverted $1 billion of FEMA funding to take care of illegal immigrants",[],0,46,0.0,0.99391395,0.48813343,0.14952756,0.9906861,elite,0.99288815,0.5173915,0.12501188,0.9856574,elite
2024/10/4,Sherrod Brown,DAtIDq6M172,Democratic,Ohio,"We have a lot more money, but there's a lot more of us.  The fact that, you know, five weeks out, this many people going door to door,  and a whole lot of other people around Lorain County, 27 field offices, 175 people,  50 interns, and a whole lot of volunteers like you.",[],0,53,0.0,"Those guys have all the money. 

But we have the people — and we are going to win.",[],0,18,0.0,0.005066938,0.16857933,0.0018044921,0.0027645968,none,0.0057242215,0.23938774,0.005377297,0.002409447,none
2024/10/4,Bob Casey,DAtRIXQpi2w,Democratic,Pennsylvania,"The first United States Senator.  but never seated.  Benjamin Franklin, because he's the ultimate renaissance man, and seemed like a really funny guy to talk to.  William McClay, the first United States Senator from Pennsylvania, and...  from anywhere in the United States.  He was elected to the U.S. Senate.  by the legislature to represent Pennsylvania.  And then of course, Roberto Clemente, known as the Great One in Pittsburgh,  had a chance to meet him in 1970,  the year before he led the Pirates to the great 1971 World Series win.  Albert Gallatin  Does Ben Franklin count?",[],0,96,0.0,"What Pennsylvanian would I have dinner with? ??

With so many great options it was hard to pick just three, so I squeezed in an honorable mention.",[],0,27,0.0,0.012862567,0.0025848744,0.0026573036,0.004592357,none,0.009774655,0.007580928,0.001595913,0.0035656656,none
