party,state,name,keycode,post_date,caption,post_sentiment,post_score_pos,post_score_neu,post_score_neg,comment_count,comment_top_label,comment_positive,comment_neutral,comment_negative,comment_score_pos,comment_score_neu,comment_score_neg,whisper,whisper_sentiment,whisper_score_pos,whisper_score_neu,whisper_score_neg,cluster_a,cluster_v,issue,cluster_va,comment_count_0109,top_label_0109,positive_0109,neutral_0109,negative_0109,score_pos_0109,score_neu_0109,score_neg_0109
Republican,Arizona,Kari Lake,DBsaUZNsWpI,2024/10/29,"Biden/Harris & Gallego inherited a secure border & a prosperous economy & ripped them wide open.

They've never acted in our best interest, Ruben said, ""Trump voters are the worst people in the world.""

People who hate us can't represent us.

President Trump & I want to put America First. We want peace & prosperity, not war & poverty.

We're asking for your vote to do it.",negative,0.027398838,0.2232042,0.749397,31,positive,0.451612903,0.161290323,0.387096774,0.440001504,0.200655885,0.359342608," Terry, I'm just noticing this final stretch here, this final week, and it really began the last couple of days, but was hammered home last night at the at MSG.  There's the closing message. Are you better than you were four years ago?  And a lot of people think not in Kamala Harris's closing messages.  Donald Trump's a bad guy. Republicans are dangerous. The people that go to MSG for a Trump rally are neo-Nazis.  Two very stark differences in what we're hearing.  for the good people of this country.  I'm feeling the same thing here in Arizona with my radical, radical opponent.  You know, he's called Trump voters.  the worst people in the world.  Can you imagine?  And now he wants to represent the people of this state, and he's called more than half of us the worst people in the world.  He's called them dumb, all these different names.  You know, they don't have a plan, because if they did, in the case of Kamala Harris, that plan would have been rolled out four years ago.  But instead, what happened four years ago is when they got into office three and a half years ago, they rolled out the opposite.  They rolled out the beginning of the destruction of America.  They opened up the border.  They coddled the cartels, empowered the cartels, left Americans dealing with.  people pouring across illegally, fentanyl pouring into our communities, killing our young people.  They helped...  destroy the housing market, and the mortgage rate shot up to now about 8%.  It's impossible for a young person to get ahead, get a down payment, and buy a house right now.  Instead of living the American dream, our young people are wondering if they're going to have to live in a small apartment  with two or three or four roommates for the rest of their life.  So we have the plans.  We are going to put America first.  We're going to secure the border, bring back that strong Trump economy, energy independence,  a great quality education for our kids so they're ready to tackle the jobs that are out there when they get out of school.  And we're going to bring peace and prosperity, not war and poverty.  I'm looking forward to President Trump getting in office and joining him in Washington, D.C., in the U.S. Senate  and making sure that we accomplish all of those things and more.",neutral,0.14817025,0.4717583,0.38007152,Neutral & restrained,Concerned & Empathic,Economic,Assertive & Direct,29.0,positive,0.4827586206896552,0.1034482758620689,0.4137931034482758,0.4547930867965518,0.1675379904482758,0.3776689201137931
Republican,Arizona,Kari Lake,DBsaJlsiSWz,2024/10/29,"President Trump's rally in Madison Square Garden was something special.

I've always said New York is much more #MAGA than anyone would believe.

Yesterday, The America First Movement proved it.",positive,0.9699056,0.026237387,0.003856973,20,negative,0.35,0.25,0.4,0.387750191,0.253233639,0.359016179," Joining us now for more on the Trump rally and more than that is Republican Senate candidate for Arizona, Carrie Lake.  Carrie, always great to have you with us on American Agenda.  We've been talking about that rally at MSG yesterday.  Lots of positivity and very unexpected for such a blue city in a blue state like New York City.  What have you been hearing from the inside?  Oh, I had so many people who were there texting me and they said it's just electric inside.  And we were watching a bit of it yesterday.  Of course, I'm busy on the campaign trail here in Arizona.  But I'm not surprised at all.  I've been to New York several times in the past few months, actually.  And the city is in disarray.  Crime is up.  You don't feel safe walking on the streets.  There's lines of people there illegally.  They're staying in four-star hotels.  And the people are struggling economically in New York.  And it's just a real mess.  And everywhere we went, whether it was an Uber driver or a taxi driver, they would say, oh, they would figure out who I was.  And they would say, oh, my gosh, we miss Trump so bad.  We got to get Trump in office.  We have to turn this around.  So I think New York is much more MAGA than anyone would believe.  That was proven yesterday.",positive,0.8594823,0.13301565,0.007502047,Neutral & restrained,Concerned & Empathic,Campaign Endorsements,Assertive & Direct,20.0,negative,0.35,0.25,0.4,0.38775019065,0.2532336388,0.359016179255
Republican,Wisconsin,Eric Hovde,DBtv7_pK6Wp,2024/10/29,"We are down to ONE WEEK to go.

Momentum is on our side. Wisconsin is hungry for change.

We are going to WIN this race.",positive,0.79832625,0.18867987,0.01299384,6,positive,0.5,0.333333333,0.166666667,0.52823223,0.284046188,0.187721579," This election is so consequential.  We cannot do it without you.  You have to help us get over that finish line.  I've got to ask you, not only do you have to get out and vote,  let's get out there, talk to your friends,  and take this country back and restore America.",neutral,0.3369994,0.496777,0.16622357,Energetic & Bright,Angry & Confrontational,Campaign Endorsements,Emotive & Engaging,4.0,positive,0.75,0.0,0.25,0.67958656425,0.08563660625,0.234776828225
Republican,Wisconsin,Eric Hovde,DBsCFc3oDVx,2024/10/29,"The stakes in this election could not be higher, and the choice could not be more clear. 

It’s time for change.",neutral,0.29578823,0.5534492,0.15076254,4,negative,0.25,0.25,0.5,0.322098976,0.272271667,0.405629347," We've got a lot of problems.  We've got a broken health care system where the costs continue to rise  and access to care continues to fall.  We have a shortage of affordable housing for young people.  The litany of problems are extensive.  Now, Senator Baldwin, who's been a lifelong politician, 38 years in politics, 26 years in Washington, has been a big part of this problem.  And I'm telling you, we need change.  And the choices could not be more different.  You think, what does President Trump and I want?  to restore the American dream  and to make America great again.  Kamala Harris and Senator Baldwin want?  to change America. Remember, before the 20 election, we're going to change America.  Well, they sure have, and it sure hasn't been for the better.  What do President Trump and I want?  We want to preserve.  and grow our free market capitalist system that made us the wealthiest country in the history of mankind?",negative,0.016261982,0.1798128,0.80392516,Energetic & Bright,Angry & Confrontational,Voter Mobilization,Subtle & Neutral,3.0,negative,0.3333333333333333,0.0,0.6666666666666666,0.3542907806666666,0.1360737729999999,0.5096354356666667
Republican,Pennsylvania,Dave McCormick,DBtu3IKO2sE,2024/10/29,"Duty. Honor. Country.

That’s why I’m running for the U.S. Senate.",positive,0.6388164,0.3483839,0.012799712,3,positive,0.666666667,0.0,0.333333333,0.66794379,0.086671143,0.245385066," And he's voted 98% of the time with the radical liberal agenda of Biden and Harris.  And he's running against.  a guy who's doing this for one reason.  One reason, right?  One reason.  That's why I'm doing this.  Seventh generation Pennsylvanian.  I grew up in Bloomsburg, my folks had a farm, I baled hay, I trimmed Christmas tree.  Anybody been to Bloomsburg and remember the McGee Hotel?  I was a busboy at the McGee Hotel, right?  I was a paperboy.  I wrestled.  I played football.  And wrestling took me...  98%. He's voted for sanctuary cities.  He's voted for all the reckless spending.  He's voted for biological men competing in women's sports.  Does this sound like Pennsylvania to you?",neutral,0.06848937,0.59475255,0.3367581,Energetic & Bright,Warm but Reserved,Others,Measured & Composed,3.0,positive,0.6666666666666666,0.0,0.3333333333333333,0.6679437899999999,0.0866711426666666,0.2453850657
Republican,Arizona,Kari Lake,DBrhLJViwfG,2024/10/28,"WATCH: Kari Lake's Veterans Roundtable 🇺🇸

Thank you to all our veterans for your sacrifices and strength. Kari Lake is committed to working tirelessly to ensure that each of you receives the support, respect, and resources you deserve. #VeteransForKari",positive,0.85329586,0.13982953,0.006874652,5,negative,0.2,0.2,0.6,0.211052042,0.192790174,0.596157786," Yeah, I was a major, I was a squadron commander in the Iraq War.  And I ended up having a ruptured disc in my neck.  Went to a civilian ER, thanks to Trump.  But even with confirmed x-rays, a VA waited 11 months before they provided surgery.  Oh, my gosh.  So I couldn't move my neck.  I was bed-bound for that time.  Yeah, three years ago.  Yeah, and I'm 100% disabled combat veteran and  And I can't imagine what the care other veterans get.  Yeah, and especially as a nurse, being a patient advocate, it's really hard to see these guys.  that are just in terrible misery because they can't get basic care.  Oh, absolutely.  Yes.  I'm doing great now, yes.  Yeah, well, you know, these guys put their lives on the line for this country.  It's the least we can do for them.  We look forward to it. We have complete faith in you.  I served in Southeast Asia from 70 and 71.  I was hurt over there.  I was on oxycodone and morphine for 14 years through the VA.  for my back pain.  And then President Trump brought out choice and I could go to a surgeon and finally got fixed.  It took me four months.  to get off the oxycodone and morphine.  So I know what drug addiction is  and how difficult it is to get off of this.  We are allowing all these drugs, not just fentanyl, fentanyl is a killer, but morphine and oxycodone and all those other opioids and whatever.  And the pharmaceutical companies.  that manufactured these knowing that they were addicted.  If they said oxycodone wasn't addictive, well, I got news for you.  It's very addictive.  But I've been drug-free for about four years.  Yeah, drug free for a while.  And my family is happy to have me back.  Because when you're taking 60 milligrams of morphine and 60 milligrams of oxycodone per day,  and that's what I was taking at the end before my surgery, you're operating in a fall.  No, you're not really truly living.  Because they kept feeding me drugs instead of paying for the surgery.  They kept increasing the drug level.  The VA doctor that I was seeing just kept increasing the drug level.  you know, due to...  I've also had  six stints put in and open heart surgery and all that. Thank you, Agent Orange.  I've got diabetes.  Yeah.  My wife says that I'm a cat with nine lives.  And I say that I'm a classic car.  I'm completely rebuilt.  We really do appreciate you and Donald Trump.  and send him our blessing.  As far as old Biden is concerned, I think the news media has to be extremely embarrassed.  And I know you come from that sector.  They should be.  Yeah.  Absolutely.  I'm with the federal government.  Well, I spent 22 years in the Air Force. I retired from Luke Air Force Base in 2007. I moved up here to Payson to usher my in-laws through their last chapter. And my father-in-law is an Army veteran as well.  Something that happened years back when the VA was under the microscope.  Absolutely. And it was amazing because they were in such a microscope,  they really did fix things. And it seemed like it was good for a while.  But once again, once you don't stay on top of it.  The system has become broken once again.  So it really did, they were going to fix it.  They were really working hard to fix it.  And then it got broken again because there was no attention put on it.  I think the biggest thing, the biggest problem with...  our government at this point is accountability. It seems like  right is wrong and wrong is right.  Even when there is a...  no question guilt.  And it's really sad to hear it on the news that...  These people are...  caught being guilty and there is no accountability.  Caught for corruption, crime.  Push it forward.  Push it forward.  There you go.  Thank you.  Thank you.  I appreciate it.  Thank you so much.  Hey everybody, I'm here with Dave, Mike, and Rod, three veterans, heroes.  They served our nation, they served our country, and I'm just honored that you're here talking  about some of the issues that you're facing because our veterans...  You were talking a little bit about the VA health care system.  you know, are willing to lay down their lives for our country.  And when they come home and as they get older,  they go to the VA hospital perhaps, and they don't get the best treatment.  Bedbound for 11 months?  Yes, ma'am.  Because they wouldn't do the surgery?  Yes, ma'am.  When did you finally get the surgery?  So we need to make some serious changes.  Yeah, and I'm 100%.  It seems that the VA  The healthcare system has so many levels of bureaucracy that  From what I'm hearing from other veterans, sometimes they just give up.  They just say it's...  can't go through so many hoops and then they suffer.  We need to make sure that there's choice and I think President Trump introduced that.  and said if you have to wait  so many weeks or so many days to get into a doctor.  and the VA system can't accommodate you,  then you need to, you get to go somewhere else.  Yeah.  and give that choice back to the Veterans.  If they want to go to the VA, that's great.  But if that's not the best fit for them,  would give them choices. It'll be cheaper in the long run.  It'll be cheaper in the long run.  Well, I'm glad you're feeling better.  Is it okay now?  Yes.  And it's really appalling that you had to wait that long.  Well, and it seems like D.C. always wants to, Washington, D.C. always wants to.  cut where it's hurting the true patriots and the true people who fought for this country  and did everything right.  You know, their first instinct is to go after and cut.  They deserve better.  And that's something I want to see change in Washington, D.C.  But I want to hear from you guys.  VA health care. The first instinct is to cut Social Security or Medicare.  How about these are the things that were heard?  These were, these are not entitlement, I mean these were earned.  And how about we cut some of the waste?  There's a ton of waste.  We can start cutting true waste and not going after.  the systems that are actually helping people.  Tell us a little bit about you.  What are your kind of frustrations with the federal government?  Why don't we talk...  Tell us a little bit about where you served and what are some of the issues you have?  I'm happy to hear that.  oh, you're not really truly living, are you?  So I'm so glad you're off it. That gives people hope that they can get off it.  A lot of times you hear it's just impossible to get off of it.  Why did you have to wait 14 years to get that surgery?  Well, I'm so happy to hear that.  And I'm sorry that.  you had to wait that long.  I mean, rather than, so typical of the government,  rather than fix the problem.  Pay for the symptoms.  Push it forward.  Push it forward.  Yeah, push it forward.  Push it out.  Somebody else will deal with it.  Kick the can.  You might die when we don't have to pay.  Really?  In Arizona.  Well, let's get some attention on it.  It's starting in January of 25, and I talk to people all over the state.  and really all over the country, and they just say,  Our lives are busy. Our lives are already difficult. I don't have time to go to DC and...  try to knock on the door of a lawmaker.  I want to be your voice back in DC.  I want to take these problems so that you don't have to worry and you have a voice for you back there.  I'm not going to be representing the lobbyists.  Actually, I don't care if the lobbyists hate me.  I want to make it so that you don't have to go back and fight for your rights.  Fight for...  the things that you've earned, that you served our country, fought for this country,  and I want to make sure that you're treated properly as veterans and respected.  And so I just appreciate your service to our country.  I'm sorry for all of the things that you had to endure when you got back.  that you shouldn't have had to and I want to help turn this government around.  I don't know about you, I'm tired of begging for my freedoms.  There you go.  I'm tired of begging for our inalienable rights.  We're going to restore those freedoms and rights, restore the Constitution,  get the government off our back, and I want to be your voice there.  So thank you so much.  I hope they're embarrassed.  They should all be out of jobs.  That's one class of people I wouldn't mind seeing on the other point.  You guys go learn to code.  Thank you guys.  And then people who haven't done anything are being thrown in jail.  Absolutely.  You're right. It does seem very upside down.  Well, we need to definitely, I call it defanging the federal government,  because it seems as if they've been...  working against us.  Absolutely.  And it's gotten so big that the bloat has just gotten almost dangerous where the bureaucrats are running the show.",negative,0.0251386,0.16432458,0.81053686,Energetic & Bright,Warm but Reserved,Immigration,Measured & Composed,5.0,negative,0.2,0.2,0.6,0.2110520422,0.1927901742,0.5961577862
Republican,Arizona,Kari Lake,DBrgNJxhfmO,2024/10/28,"When you vote Kari Lake for Senate:

•We're going to finish the wall. 
•We're going to send the unvetted people who Biden/Harris & Gallego allowed to pour into our country over the past three & a half years back to their homelands.
•We're going to kick the criminal gangs out & go on offense against the Cartels.",neutral,0.075401,0.7244521,0.20014685,10,negative,0.1,0.2,0.7,0.134796196,0.270848105,0.59435572," We are going to finish the wall. We are going to repatriate these people who've poured in,  unvetted.  criminal gangs out and sending them back to their country as well.  into our country in the past three and a half years.  We're sending them back to their loved ones, back to their homeland,  so that we can save our homeland.  And then we're going to work on getting the...",neutral,0.109175116,0.6048768,0.28594804,Neutral & restrained,Angry & Confrontational,Others,Subtle & Neutral,10.0,negative,0.1,0.2,0.7,0.13479619596,0.2708481048,0.5943557198
Republican,Arizona,Kari Lake,DBrd3oJpppZ,2024/10/28,"To improve the optics in California, the Biden/Harris administration, rubber-stamped by Ruben Gallego, is bussing people from the San Diego County border sector into Yuma, releasing them on the streets or putting them on airplanes & sending them across the country.

They're playing an immigration shell game on the American people.

I’ve had enough of their games. I know the American people have too.",negative,0.012109005,0.3033709,0.68452007,19,positive,0.526315789,0.315789474,0.157894737,0.461441406,0.318130566,0.220428022," In the open areas, they're still basically completely unmanned.  So when we've got our Border Patrol busy.  busting people into Yuma.  from the San Diego County sector into Yuma and letting them out here or putting them on airplanes heading to places outside of Arizona and in Arizona.  And it's got to stop.  Working areas like this at night and dealing with the processing of people here illegally,  we have the gotaways coming in, and that's what keeps me up at night.  The gotaways are people who are the most dangerous coming in,  the ones who don't want to be detected, who don't want to be processed.  These are the members of the cartel.  These are the drug traffickers.  These are the child sex traffickers.  These are the human smugglers, the rapists, the felons, the criminals, and the terrorists,  which should terrify all of us, the thought of the terrorists that are here in our country.  And my opponent supports every little bit of it.  We just found out this last couple of days, Supervisor Jim Desmond with San Diego County said,  in order to improve the optics in California, the Kamala Harris administration,  rubber-stamped by my opponent Ruben Gallego, is now actually",negative,0.014244773,0.3245057,0.6612495,Neutral & restrained,Angry & Confrontational,Campaign Endorsements,Subtle & Neutral,19.0,positive,0.5263157894736842,0.3157894736842105,0.1578947368421052,0.4614414060526316,0.3181305660526316,0.2204280223157894
Republican,Arizona,Kari Lake,DBrdseTKuVn,2024/10/28,"Under Biden, Harris & Gallego, We've seen an incredible surge in people coming here illegally, & it's not stopping. 

Instead of being America’s first line of defense, we've effectively turned border patrol into a travel agency.

That's not their job. I've spoken to many of our Border Agents, & they're sick & tired of it.",negative,0.007499026,0.08445954,0.9080415,2,negative,0.0,0.0,1.0,0.017811606,0.220837125,0.76135133," Every night we still see hundreds, sometimes up to hundreds of illegals coming across right here in the Yuma sector, right where the border wall ends, turning themselves in.  We're getting word from Border Patrol agents that I've spoken to who cannot be here with me today because of their jobs.  They can't come out and speak publicly that between 75 and 100 are coming in every night and turning themselves in.  You all know about this problem because you've been covering it for so long.  And just a couple of miles down the road in San Luis, every night you've got the cartels working their ladder groups, their ladder gangs and crews where they're sending dozens of people over the wall.  And basically our Border Patrol is stuck just processing more people.  And we have a better way.  We have a better way.  And we've got to get back to the policies that President Trump had, that we're working, that we're keeping us safe.  We've seen an incredible surge in people coming here illegally.  And it's not stopping.  We're using our Border Patrol resources.  To help illegals come into our country illegally.  And that's not why we have Border Patrol.  And I know from talking to the good men and women in Border Patrol, they are sick and tired of it.",negative,0.010289494,0.20476025,0.78495026,Neutral & restrained,Angry & Confrontational,Voter Mobilization,Subtle & Neutral,2.0,negative,0.0,0.0,1.0,0.0178116055,0.220837125,0.76135133
Republican,Arizona,Kari Lake,DBrcDMXAtRO,2024/10/28,"The media makes me out to be a monster. If I'm a monster, then I'm a monster fighting for my kids, fighting for the next generation. 

This has always been about securing a better future for America.

If we don't get out & vote for Donald Trump & Patriots like Kari Lake for Senate, we're not going to have our freedoms. We won't have much of a country left to fight for.

So, let the fake news call me whatever they want. I won’t back down.",negative,0.033631906,0.2690627,0.69730544,16,positive,0.5,0.0625,0.4375,0.505965094,0.181631404,0.312403498," I'm standing here.  I want to lift you up right now, but I'm really nervous about your future.  And I don't care what they say.  They can call me a monster.  If I'm a monster, I'm a monster fighting for my kids.  I'm fighting for your generation.  We've got to save you guys.  But honest to God, if we don't get out there and vote and save this country  and get Donald Trump in and get America first patriots like Carrie Lake for U.S. Senate,  you're not going to have the freedoms.  You're not going to have this country.  And I'm really worried about you.  I'm in this not because it's fun, because they drag me down.  I had 20 hit pieces in the Arizona Republic in like three days.  20 hit pieces in a row.",negative,0.051447533,0.25880685,0.6897456,Neutral & restrained,Warm but Reserved,Economic,Measured & Composed,16.0,positive,0.5,0.0625,0.4375,0.50596509398125,0.1816314044999999,0.31240349839375
Democratic,Texas,Colin Allred,DBrdlqgvL06,2024/10/28,"In 8 days, we are going to beat Ted Cruz.",neutral,0.33599666,0.52395993,0.1400434,14,positive,0.928571429,0.0,0.071428571,0.818304694,0.111301678,0.070393614," Well, this is not about our past. It's about our future. This is a different election, a different time.  And to be quite honest, Senator Cruz has continued to show how he should not be placed in a position of authority for six more years.  With going to Cancun when we needed him most, that's happened since the last election.  We're trying to overturn the last presidential election with being uniquely responsible for this abortion ban that we have here in Texas.  We're taking down a bipartisan border bill that no state would have benefited more from than Texas.  And I'm also a different opponent on the most bipartisan section in Congress.  I've got a record of winning in tough races, and we're going to beat Ted Cruz on November 5th.  Honestly, I leave that to my team.  To me, we're way past polling.  We've had hundreds of thousands of votes already banked, and this is a time where Texans are voting right now.  And what Texans need to know and what folks watching this need to know is that they can go to ColinAllRed.com,  get involved with us, knock on doors, make phone calls, turn out the vote, contribute to our campaign.  This is how we win down the final stretch, is that we have built a machine that we can now turn out this vote,  but it takes all of us and every single person getting involved.  So for anyone watching this who understands how important this race is, I hope you'll do that.  And now joining us, Democratic Senate candidate from the state of Texas, Congressman Colin Allred.  Congressman, thanks for making time for us.  It is the home stretch, just eight days to go.  And the polls show essentially a toss-up race.  But Cruz has also faced quite a close race, as you'll remember, against Beto O'Rourke back in 2018.  He went on to win.  So why do you think the outcome of your race will be different this time?  I understand your internal polling shows the race essentially tied,  much tighter than even that New York Times within the margin of error stat we just gave.  What's your team seeing that other pollsters are missing?",negative,0.038635507,0.4639248,0.49743968,Flat & analytical,Concerned & Empathic,Voter Mobilization,Flat & Restrained,14.0,positive,0.9285714285714286,0.0,0.0714285714285714,0.8183046938571429,0.1113016784285714,0.0703936143357143
Democratic,Texas,Colin Allred,DBpyFIBSqgJ,2024/10/28,"Texans deserve a Senator who unites us, not divides us. We know the perfect guy. You can find him at colinallred.com.",positive,0.9276719,0.06711324,0.005214798,47,positive,0.680851064,0.127659574,0.191489362,0.616186494,0.21543537,0.168378134," In 10 days, we're going to beat Ted Cruz.  And I know you're hoping that your elected officials are working as hard as you are.  But Ted Cruz has been all about himself for too long.  12 years is long enough.  For all the families who are looking for a senator who's looking out for them,  I will never abandon you when you need me most.  I will protect your fundamental rights.  I will bring us together around our shared values.  I'll remind us that we have more in common than what divides us.  We might have come here on different ships, but we're in the same boat now.  We're all Texans.  We're all Americans. We have to have a leader who understands that.  Because I know there are heroes out here right now who dropped their kids off at school,  who went to work maybe for one or two jobs like my mom used to do.",neutral,0.25990325,0.4632186,0.27687815,Energetic & Bright,Angry & Confrontational,Others,Emotive & Engaging,46.0,positive,0.6956521739130435,0.108695652173913,0.1956521739130435,0.6246791662391304,0.2053173269347826,0.1700035051826087
Democratic,Michigan,Elissa Slotkin,DBrdF2qAtUG,2024/10/28,There’s a phenomenon I’ve been hearing about on the trail: the secret women’s vote here in Michigan.,neutral,0.031877603,0.92338437,0.044738058,13,positive,0.769230769,0.230769231,0.0,0.765017478,0.212314442,0.02266807," So we're seeing signs of the secret women's vote everywhere.  And I want you and you all in Rochester and Rochester Hills  are in a great position to amplify  that secret women's vote.  of them putting out a sign allows all the other people in that neighborhood  who don't feel like they can be the first one to actually say, I'm not alone.  I'm not alone.  So the secret woman's vote is a real thing in this election.  First of all, as what Liz Cheney said the other day,  no one gets to know what happens inside the voting booth.  Keep repeating that to people.  But we got to run through the tape.  But the anecdotal things are now becoming like a mountain of information.  We have, who's seen or have heard of this movement to put stickers and post-its and notes on the back of the stalls, right?  So this is getting to women where, quite literally, the men cannot go or should not go.  And it says, hey, your vote is private.  You don't have to tell anybody, but vote like your daughter's life is on the line, right?  So we know that's going on, and you can make those at home and put them up wherever you go, right?  She brought them.  Okay, they're in the bathroom of the house of the community center here.  Good.  The other thing we're seeing is people do what I saw in my first race, the pull and step.  You knock on a woman's door,  She pulls the door shut, steps down the stoop,  gets out of earshot of the family and says,  I'm the only open-minded person on this block, right?  And you say, that's what the woman five doors down just told me.  Like, they're there.  These women are making an act of bravery by even talking to us.  And every single day including just this today  We I was dropping off a couple of yard signs and it's just a we were in Warren and it was just Trump sign Trump sign  Trump sign and we come across a family that is like we just wanted to put something up  We'll put it close to the house. So it doesn't get stolen right the act of bravery",neutral,0.46843198,0.49447283,0.037095223,Assertive & Clear,Surprised & expressive,Voter Mobilization,Assertive & Direct,13.0,positive,0.7692307692307693,0.2307692307692307,0.0,0.7650174780000001,0.2123144419230769,0.0226680696846153
Democratic,Michigan,Elissa Slotkin,DBq0TiGPNHJ,2024/10/28,"With just 8 days until Election Day, please watch our final (!) ad of this campaign.",neutral,0.36208805,0.6327704,0.005141497,3,positive,1.0,0.0,0.0,0.808087967,0.157255238,0.034656796," I'm Alyssa Slotkin.  It's been a long campaign.  So let's cut through the noise.  I want to be your senator because I understand what it means to serve.  Three tours in Iraq alongside the military, working for two presidents, one from each party.  And I know what it means to be tested, fighting the insurance companies when my mom battled cancer.  Look, no one knows the future.  What I can tell you is I will always say what I mean and mean what I say.  That's who I am.  It's why I'm asking for your vote and why I approve this final message.",neutral,0.3888164,0.5181179,0.09306572,Assertive & Clear,Positive & engaging,Campaign Endorsements,Assertive & Direct,2.0,positive,1.0,0.0,0.0,0.92156105,0.0677842415,0.010654719
Democratic,Arizona,Ruben Gallego,DBrcgU8S0rM,2024/10/28,Let’s cut to the chase. GET OUT AND VOTE!,neutral,0.4746617,0.49750435,0.0278339,6,positive,0.5,0.333333333,0.166666667,0.588779459,0.267130998,0.144089527," You don't cut that way.  All right, looking good, looking good.  Thank you, Britt.  Not your vote yet?  I haven't had a chance yet.  I tell you how to vote, you tell me how to cut.  Well, I can take care of you.  I'll take care of it. Come on.  Go home and vote. I got this.  Alright, who's next?  Who's next? Get over here.  Alright, who's next?  Who's next? Get over here.",positive,0.6471455,0.31131202,0.041542433,Energetic & Bright,Surprised & expressive,Economic,Emotive & Engaging,6.0,positive,0.5,0.3333333333333333,0.1666666666666666,0.5887794591666666,0.267130998,0.1440895273166666
Democratic,Wisconsin,Tammy Baldwin,DBrSpVGRVAl,2024/10/28,"We asked Sen. @TammyBaldwinWI to watch clips of her Republican opponent — California mega-millionaire Eric Hovde — and give her unfiltered reaction. Here’s how it went 👀 

Follow @couriernewsroom for all the news and analysis you need to survive the 2024 election 🇺🇸",neutral,0.18236428,0.8105381,0.007097545,147,positive,0.489795918,0.19047619,0.319727891,0.480305673,0.22928451,0.29040981," This is absolutely outrageous.  Eric Hovde has a proposal that would cut Social Security benefits.  These are earned benefits.  By $500 a month, $6,000 per year.  It is so clear that this multimillionaire doesn't know the lives of real working people  who pay into Social Security with every paycheck.  I was raised by my grandparents.  Absolutely not. You know, it almost looks like some new wave trend happening in California. He  asked, let's really see who's from Wisconsin. It's obvious who the Wisconsinite is here. That's me.  He's obviously very defensive about people associating him with his $3 billion California  bank, his $7 million Laguna Beach, California home. And the fact that he's been named among  the more influential residents of Orange County three years in a row. You know, Wisconsin,  we have a green County. We have a Brown County. We do not have an Orange County, Wisconsin.  I learned at a very young age the value of Medicare and Social Security,  and I'm going to fight to make sure that they are stronger and last for generations to come.  Unbelievable. I was actually there when he said that. That was during our debate.  You know who is an expert on the Farm Bill? The Wisconsin Farm Bureau.  I was proud to receive their endorsement.  I'm the first Democrat in nearly 20 years to have received that endorsement.  Tell that to people in Milwaukee where there are 70,000 lead pipes going into people's homes.  We have children facing lead poisoning.  This is why I fought so hard in the infrastructure bill to make sure that we provided the resources to get the lead out of our drinking water systems.  It is so clear to me that Eric Havry spends so much time in California that he doesn't know the real challenges facing communities in Wisconsin.  So the Demps and Senator Baldwin keep saying I'm not from Wisconsin.  Which is a complete joke.  All right, Senator Baldwin, why don't you get out here in this frozen lake  and let's really see who's from Wisconsin.  All those programs absolutely positively need to be reformed.  Look, bring it on, guys.  Let's have this discussion.  Because you know what?  No politicians want to talk about it.  Would you like to scale back Medicaid, Medicare, disability, Social Security?  Do you think that those...  All those programs...  Well, I'm not an expert on the farm bill because I'm not in the U.S. Senate at this point in time.  So I can't opine specifically on all aspects of that farm bill.  Lead paint was stopped in the 1970s, but there's still homes that have lead paint.  Lead pipes are more dangerous.  The reality of it is there's not a lot of lead pipes anymore because typically a pipe will erode over a certain amount of time and they replace them.  So I think it's...  making, trying to act like there's a bigger issue.",negative,0.032859143,0.32669225,0.6404486,Neutral & restrained,Angry & Confrontational,Others,Subtle & Neutral,144.0,positive,0.5,0.1736111111111111,0.3263888888888889,0.4856136340402778,0.2198765754965277,0.2945097838819444
