date,name,keycode,party,state,text,text_matched_roots,text_num_matched_roots,text_num_words,text_root_ratio,caption,caption_matched_roots,caption_num_matched_roots,caption_num_words,caption_root_ratio,elite,centr,left,right,text_populism,elite_cap,centr_cap,left_cap,right_cap,cap_populism,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
2024/10/9,Kari Lake,DA6XK06Cf8D,Republican,Arizona,"You know, I think they want peace for the same reason we want peace.  It's so much easier to be living and enjoying life and succeeding when you don't have constant strife.  And we now know it's possible thanks to the work that Ambassador Grinnell has done  and the incredible work President Trump did as a leader that the world over loves.",[],0,62,0.0,"It's so much easier to live a happy life when you don't have constant strife.

We know that’s possible thanks to the foreign policy work of people like Ambassador Richard Grenell & President Trump.

The world wants peace, & so do I.

That’s what I will work towards in the US Senate.",[],0,52,0.0,0.0028092903,0.28332266,0.0033646275,0.003529682,none,0.0022788546,0.37122104,0.0051265713,0.0035969983,none,1,62,17.22,97.31,35.88,99,20.67,12.9,95.16,72.58,53.23,16.13,9.68,1.61,3.23,3.23,0,1.61,6.45,12.9,8.06,0,8.06,11.29,4.84,11.29,1.61,22.58,9.68,1.61,11.29,3.23,4.84,3.23,27.42,0,12.9,6.45,1.61,3.23,1.61,0,1.61,0,12.9,12.9,0,3.23,3.23,0,0,0,0,0,17.74,3.23,1.61,1.61,0,0,1.61,12.9,0,0,0,0,3.23,3.23,0,0,4.84,0,0,4.84,0,0,1.61,0,0,0,0,0,0,0,0,0,3.23,0,3.23,0,0,1.61,0,0,11.29,4.84,0,0,4.84,0,0,0,4.84,3.23,11.29,0,0,0,0,0,0,11.29,4.84,1.61,0,0,4.84,0,0
2024/10/9,Elissa Slotkin,DA6hLA7gWKv,Democratic,Michigan,"I think at the end of the day, the issue comes down to trust. Who do you trust to actually come  and talk to you and then go and fight on your behalf in Washington? Fight on behalf of the  middle class, of lowering your healthcare costs, of protecting your rights. It's really that  formal question of who do you trust? For me, again, we couldn't be more different on a bunch  of issues. But let me just make one particular appeal to the Republicans watching today,  like my dad, right? For the Republicans who feel like their party has left them over the last few  years, you will always have an open door in my office. You will always have a place at the table  because I wanna hear from you. I am very transparent. If you come to me with a good idea,  if you come to me with pushback, you can prove your case. I'm gonna be open-minded. I'll even  change my mind. So if you are wondering where your party has gone, come and vote for someone  who actually gives a crap about you, who actually cares about getting something done  the way we used to, Democrats and Republicans, civilly and decently.",[],0,206,0.0,"For the Republicans out there who feel that their party has left them: you will always have an open door to my office. 

If you’re looking for someone who cares about getting something done, who will listen, who will always have a seat at the table for you, no matter your partisanship, you have a place in this campaign.",[],0,59,0.0,0.049023405,0.90430236,0.030308684,0.008761205,centr,0.0031676095,0.43746817,0.00881125,0.0020087357,none,1,206,39.98,94.24,94.02,49.98,15.85,12.62,95.63,78.64,64.08,19.9,17.96,5.83,0.97,7.77,0,0.97,1.94,13.59,6.8,0.49,16.5,9.22,7.28,6.31,0.49,19.42,3.88,3.4,6.31,3.88,0,2.43,23.3,0.97,12.62,2.91,1.94,1.46,3.4,2.43,2.91,0,4.37,2.91,0.97,0.49,0.49,0,0,0,0,0.49,20.39,7.28,0.49,0,0.97,0.97,0.97,13.11,0.49,0,0,0.49,2.43,2.43,0,0,1.94,0.97,0,0.49,0.49,0,0.49,0,0,0,0,0,0,0,0,0,0.49,0.49,0,0,0,0,0.49,0.97,9.71,10.68,0.49,3.4,8.25,0.97,0.49,0.49,4.85,1.46,5.83,2.43,0.97,0.97,0,0,0,15.53,4.85,6.8,1.46,0,1.94,0.49,0
2024/10/9,Mike Rogers,DA6paiwqGiQ,Republican,Michigan,"When you look at the problems around this state, families are hurting from the policies that have come out of Washington, D.C.  The choice here could not be clearer.  Killing jobs or creating jobs.  Higher grocery prices, lower grocery prices.  This is exactly the kind of choice we're going to have to face.  A closed border or a wide open border that brings the problems of the South.  Thank you very much.  I would appreciate your vote on November 5th.  I will have your back come November.  Candidates both. Thank you.",[],0,91,0.0,"Families are hurting from the Harris-Slotkin agenda. 

Create jobs, lower grocery prices, close the border and stop the radical EV Mandate. That’s my Day One agenda to Get America Back on Track! ????",[],0,33,0.0,0.8684508,0.900292,0.041319657,0.6927105,centr,0.9741455,0.9203498,0.1439406,0.9765588,centr,1,92,60.52,81.44,97.91,35.66,8.36,17.39,94.57,66.3,50,13.04,8.7,2.17,1.09,5.43,0,0,4.35,18.48,8.7,1.09,10.87,10.87,4.35,3.26,1.09,20.65,8.7,6.52,4.35,2.17,1.09,1.09,21.74,0,13.04,3.26,0,2.17,2.17,1.09,4.35,0,5.43,3.26,2.17,2.17,1.09,1.09,0,0,0,0,14.13,5.43,3.26,2.17,1.09,0,2.17,8.7,1.09,0,0,0,2.17,2.17,0,0,4.35,0,0,2.17,2.17,0,5.43,0,0,0,0,0,0,2.17,1.09,2.17,0,0,0,0,0,0,0,1.09,9.78,18.48,1.09,3.26,15.22,1.09,0,1.09,3.26,1.09,4.35,5.43,0,0,0,0,0,17.39,13.04,3.26,0,0,1.09,0,0
2024/10/9,Kari Lake,DA66I2kJb99,Republican,Arizona,"Actually, we'll do something fancier.  We'll find someone with a fancy car and pick him up if that'll get him there.  I'm told he's going to show up.  So we've been getting ready for that.  We'll get him an Uber.  the most important candidate in the country besides Donald Trump to do that, is our next speaker.  I give you two words. Carrie Lake. Carrie, come join us.  So I was forced to debate the moderator, which I didn't want to do.  I wanted to just have a conversation.  But sometimes as Republicans, we just have to go in there and we've got to sometimes debate the media every single day.  We know there's so much, so many lies out there right now.  Tonight, I'm told my opponent's going to show up.  So we'll see.  I would like to offer him, if he needs transportation to the site of the debate, we're happy to pick him up.  We want him to be there.  We'll get him.  Are you as excited about what's coming in the next, oh, 28 days or so?  I forgot.  Is it 28 or 29?  I've lost track.  When you're running for office, it's just one big long Monday.  Right, Congressman Gosar?  It's one long Monday.  And it's been that way for about three and a half years, it feels.  But I'm really excited because we're almost to the finish line.  Tonight, I have my debate.  It's the second debate, the first one my opponent didn't show up to.  Good to see all of you. How are we doing today?",[],0,263,0.0,"Tonight is debate night. 

It's actually the second debate, but my opponent didn't bother showing up to the first one, so the moderator debated me instead.

I was hoping to have a conversation, but sometimes, as Republicans, we have to go in there & debate the media.

We have to fight through the lies to get the truth out there.",['truth*'],1,60,0.016666667,0.17207076,0.0020305193,0.002164806,0.0047676098,none,0.84526616,0.005594483,0.0030793077,0.02711799,elite,1,263,8.13,85.67,78.32,73.72,8.48,9.51,94.3,78.33,63.12,21.29,15.97,5.32,5.7,1.52,3.42,0,5.32,13.31,5.32,4.18,13.31,15.21,8.75,7.6,0.76,25.86,6.08,7.6,7.22,6.08,0.38,0.76,29.28,0.76,11.41,1.52,1.14,2.28,3.42,0.76,3.8,0.38,4.18,3.8,0.38,2.28,2.28,0,0,0,0,0,16.35,4.56,0,0,0,0,3.42,11.41,0,0,0,3.42,1.52,1.14,0,0.38,0.76,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,1.14,1.14,1.9,0,0,0,0,0,0,9.89,12.93,0,2.28,9.13,1.9,0,0.38,6.08,4.94,8.37,4.56,0.38,0,0,0.38,0,27.38,10.27,6.08,1.52,0,9.51,0,0
2024/10/9,Kari Lake,DA66vATCgBt,Republican,Arizona,"Not 95% of the time like AOC, 100% of the time.  He's further to the left than the squad.  He's further to the left than Bernie Sanders.  He's further to the left than Nancy Pelosi.  Raise your hand if you miss having the dollar that actually went a little further.  Okay, I thought so.  If you didn't raise your hand, you must be doing really well.  feel very comfortable. You know why I feel comfortable? Because the America First movement  is a movement of putting our country first and getting us back on track. We have the policy  to do it. And you know how we know that? We saw it. We saw it three and a half years ago with  President Trump. We saw how he handled danger across the globe. We saw how he handled an economy  that wasn't doing great when he got in and he turned it around. We saw how our lives were better.  Raise your hand if you had a little extra money in your pocket back then and you don't have it now.  But none of us are really doing well under this.  We're not doing well with a wide open border.  I joke a little bit, but this border is so serious.  When you think about the people that are coming across that border,  my opponent has voted with Joe Biden and Kamala Harris 100% of the time.  Oh, and by the way, she taught him a few things about stock trading and hiding those stock trades  because we found out that he was breaking that law as well.  But the sad thing is, the way the politics is going right now,  the Democrats feel they can just put out ads that are a whole bunch of lies  and then not have to account for what they've actually done.  His record is a mile deep, and it's very, very ugly.  So tonight we're going to talk a little bit about that record,  but more importantly, we're going to talk about how we can turn it around.  And I know for a fact with America First policies,  like President Trump has already shown us how they work,  with the right people in Washington, D.C.,  as Matt said, people who aren't just going to go along to get along.  I'm not going to Washington, D.C. to make friends.  I already have enough friends here in Arizona.  I do.",[],0,404,0.0,"Tonight, we're going to talk about Gallego’s record, but more importantly, we're going to talk about how we can reverse the damage he's done to Arizona.

We can do that with President Trump & his America First policies, & as long as he has the right people around him (like myself), we can do it quickly.",[],0,56,0.0,0.9566828,0.043259665,0.005365586,0.79640937,elite,0.027085463,0.00600708,0.0025005545,0.0016335726,none,1,406,19.13,93.2,74.07,42.09,13.1,10.1,91.63,77.09,61.58,18.47,12.81,1.97,4.19,2.96,2.71,0.74,5.67,14.53,7.39,1.72,12.32,9.85,9.36,7.88,2.22,19.7,6.9,5.42,6.4,4.93,0.49,0.99,21.18,0.25,11.58,3.94,2.46,0.99,0.74,1.48,4.19,0,2.96,2.22,0.74,0.74,0.49,0.25,0,0,0.25,0,14.53,1.48,0.25,0,0,0,0.74,12.81,0,0.74,0.25,2.46,1.23,1.23,0,0,2.22,0.25,0,1.23,1.48,0,0.99,0,0,0,0,0,0,0,0,0.49,0,0.74,0.49,0.49,0,0,0.49,0,10.34,13.55,0,3.2,8.62,1.48,0,0.74,3.45,5.67,7.14,2.71,0.49,0,0.25,0.25,0,17,7.88,4.68,0.49,0,3.2,0.74,0
2024/10/9,Dave McCormick,DA7Aj-KtMnX,Republican,Pennsylvania,"Because the third period.  President Trump, we're so honored to have you here, and we are committed in Pennsylvania  to putting you back in the White House and changing the majority of the Senate  and sending Bob Casey packing. So thank you for being here.  within a point or two  is not about wrestling.  It's about staying on offense.  It's about fight, fight, fight.  Thank you, Mr. President.  It's about mental toughness.  It's about heart.  You know, what happens in Pennsylvania is going to or what happens for the country depends on what happens in the next 27 days.  And as you know, Mr. President, I was a wrestler.  Lots of wrestlers here in this part of Pennsylvania.  Great to be in Scranton with the next president of the United States.  And I wasn't the best wrestler, but I always knew in college, if I could get into the third period.",[],0,151,0.0,"In wrestling, the third period is when your heart counts the most. 

We are in the third period — now is the time to FIGHT!

Together, President @realDonaldTrump and I will secure a brighter future for our commonwealth and country ????",[],0,41,0.0,0.019812878,0.0110184755,0.0015499701,0.0019981852,none,0.0026221727,0.09717984,0.0029922654,0.0024724575,none,1,151,59.93,74.1,85.05,29.12,10.79,19.21,90.07,72.85,58.94,13.25,7.95,2.65,1.32,3.97,0,0,5.3,11.26,7.95,2.65,18.54,9.27,7.28,8.61,1.32,17.88,5.3,4.64,6.62,1.32,1.99,3.31,21.85,0.66,9.93,1.99,1.99,0.66,2.65,0,4.64,0,4.64,2.65,1.99,0,0,0,0,0,0,0,13.91,5.3,1.32,2.65,1.99,0.66,1.32,9.27,0,0,0,1.32,4.64,4.64,0,0,1.32,0,0.66,0.66,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,7.28,11.26,0,0.66,9.93,0.66,0,0,4.64,1.99,7.95,1.32,0,0,0,0,0,21.19,10.6,6.62,0,0,3.97,0,0
2024/10/10,Kari Lake,DA7JtljKyaR,Republican,Arizona,"We don't want dangerous people here.  We don't want dangerous people here.  We want to be able to enjoy our quality of life,  and we want to have quality of life once again.  Really strong economy.  I want to make sure that we get the dangerous people who have been flown in, frankly,  and have flowed in across the border.  I want to give them a one-way ticket back to their homeland.  I don't need to tell you where I stand on the policy, but I'll make it real brief.  I want a secure border.  I want to finish the border wall.  I want to bring back that strong Trump economy.  I did an interview with a reporter yesterday, I should say an interrogator, an interrogator for Rubin.  I was wondering if she was working for him, actually.  It was so bad.  And she said, I heard they don't want you in Washington, D.C.  They don't want Congressman Gosar there.  But he's gone there and he's fought for us.  They don't probably want Burgess Owens there, a great congressman.  But he goes there and he fights for us every day.  We need good, honest people in Washington, D.C.  We need God-fearing people in Washington, D.C.  And I said, good.",[],0,209,0.0,"We need good, honest people in Washington, D.C. We need God-fearing people in Washington, D.C. willing to do the people's work.

And I'm not going there to make friends.

I have enough friends right here in Arizona.

karilake.com",[],0,38,0.0,0.47361198,0.09937166,0.0038678916,0.12375712,none,0.028933989,0.8883068,0.005232769,0.010297492,none,1,212,20.65,86.4,14.39,33.4,10.1,11.79,89.62,75.47,55.19,19.81,17.92,6.13,4.72,0.94,3.3,2.36,1.89,8.02,5.19,0.47,10.85,8.96,6.6,5.19,2.83,24.06,4.72,1.42,8.49,4.72,1.42,2.36,24.53,0.47,12.74,0.47,0.47,7.55,1.42,1.89,1.89,0,5.66,3.3,2.36,1.89,1.42,0.47,0,0,0,0,19.81,4.72,0,0,0.94,0.47,2.36,14.15,0,0,0.94,2.36,0.94,0.94,0,0,3.77,0,0,2.36,0.94,0.47,0,0,0,0,0,0,0,0,0,1.42,5.66,0.47,0,0,0,0,1.89,0.47,12.74,13.21,0.94,2.36,9.43,0,0.47,0,2.83,6.13,4.72,1.42,0,0,0,0,0,23.11,11.32,6.6,0,0,4.25,0.94,0
2024/10/10,Dave McCormick,DA7Kb6vNrQ1,Republican,Pennsylvania,"Oh, nice. Great.  Thank you. Thank you, ma'am. We need it.  It was nice to see you. Glad you're here.  Thank you. My son went to school with your brother.  You're kidding me.  All right. We need all your help.  Tell your friends.  Nice to see you.  Oh, yeah. I took care of him when he was there.  Thank you.  I saw you down your big bus in...  She was at the high school.  La Moine?  Yeah, yeah, yeah.  Yeah, my mom and dad live in Enola.  Do they really?  Right outside of Harrisburg, yeah.  Gene Hawk.  Yeah.  Okay, did you know my dad?  Yeah.  Okay, I'm going to tell him.  I'm going to call him.  He lives in Harrisburg now.  But I'll call him when I'm outside.  I saw Gene Hawk, okay?  Okay.  All right, nice to see you, ma'am.  All right, thanks, ma'am.  I hope everything goes well.  All right, good to see you.  Good luck, dude.  Good, thank you.  Good luck with this.  You been good?  I have been.  Yeah?  Yeah, I've seen lots of stuff for you.  You've been looking good.  Remember Jack Lee?  Of course, yeah.  That's my son.  I'm January.  Amazing, nice to see...  And I hate the ads they put on.  I know, those ads are so doggone mean.  My son is a huge fan.  Yeah.  He's on the sky right now.  So can I take a picture with you?  Absolutely.  We're with you.  I appreciate it.  Thanks.  Put out the word.  Hey, how are you?  Good to see you.  Thank you.  Good luck.  Thank you.  You got my vote.  Thank you.  I appreciate it.  It's going to be close.  We need every vote.  We need to get them out there.  You got mine.  You got his.  You got a lot of people back home.  And we got to change the direction of the country.  Absolutely.  Nice to see you.  How do you do, ma'am?  Dave McCormick.  This is my wife, Dina.  amazing we gotta change things keep up the good work i'm working hard at it  No, I'll tell Jack I saw you.  Please don't.  You tell him Dave McCormick said hi.  I will.  I remember him like yesterday.  He and I always had a good friendship.  Tell him I'm a big admirer, okay?  All right, see you, man.  Appreciate it.  Thank you.",[],0,391,0.0,"This race is getting closer every day — and we’re feeling it on the ground, especially in my hometown of Bloomsburg!",[],0,21,0.0,0.027045093,0.0064409617,0.0019946273,0.0029833151,none,0.0033766702,0.01635755,0.0022974482,0.0028299072,none,1,391,14.64,99,24.52,99,4.25,7.42,94.12,75.7,52.17,27.11,23.53,8.18,1.79,9.46,3.32,0.77,3.58,9.46,3.07,0,9.72,9.21,4.09,2.3,0.51,24.81,5.12,3.07,4.6,4.09,0.51,0,18.67,2.56,6.14,2.56,1.02,1.53,0.26,1.28,0.26,0.51,12.02,11.76,0.26,4.86,4.6,0.26,0,0.26,0,0,27.62,8.95,4.86,4.35,0,0,5.63,19.95,2.05,0.77,1.79,5.12,0.51,0.51,0,0,1.53,0,0.26,1.28,0,0,0.51,0,0,0,0,0,0,0,0,1.28,0.26,2.05,0,0,0,0,0.77,0,16.11,9.72,0,1.02,4.86,3.58,0,0.26,2.3,5.12,5.63,2.81,6.14,0.77,4.86,0.51,0,37.08,21.74,7.16,2.81,0,5.37,0,0
2024/10/10,Kari Lake,DA7L9vVsD5U,Republican,Arizona,"our country over our party.  That's what we need to do, country over party, and that's what America First is all about.  Unfortunately, the man I'm standing on the stage with tonight, he took an oath to protect us from enemies, foreign and domestic,  and we've seen enemies coming across our border.  We've had 20 million people pour across our border.  Our border is wide open.  Murderers have come in, criminals have come in, and terrorists have come in.  I want to go to Washington, D.C., and help President Trump secure the border, bring back that strong Trump economy,  make it so that we can have the American dream once again for our young people who feel that they don't have access to the American dream.  I'm looking forward to the debate tonight, and I thank you for tuning in.  Arizona, it's so good to be back with you where our relationship began, right here in your home.  And thank you for tuning in tonight for this important debate.  It reminds me of the day I drove into town in 1994.  I was 24 years old.  I bought a house for $88,000, a three-bedroom home.  Arizona was affordable back then.  Arizona was safe back then.  And Arizona was a place everyone wanted to come to live.  And now, unfortunately, we're not seeing that anymore.  Arizona has become unaffordable and unsafe because of career politicians who have voted against our needs and what's important for our safety.  We are going to be hearing tonight from somebody who's undergone an extreme makeover, to quote an old TV show,  somebody who has voted with the most radical Democrats in Washington, D.C., to tear open our borders that were delivered to him in a safe way,  with President Trump securing our border, who has torn apart our economy.  And who has made our children and our lives less safe.  And so tonight, we're going to watch as somebody tries to reinvent himself,  somebody who used to be a member of the Progressive Caucus,  somebody who has destroyed the very congressional district that he has served for the past 10 years,  where homelessness is on the rise, it's the fastest-growing homeless population,  where quality of life is diminished.  We want to get back to the days where Arizona was affordable and safe.  And when we put America first, we can do that.  We need to put",['politici*'],1,401,0.002493766,"We want to get back to the days when Arizona was affordable and safe. 

We can do that when we put America First.

We need to put country over party.

Watch Kari Lake's Opening Statement at Tonight's Debate",[],0,38,0.0,0.9575188,0.83725965,0.06174488,0.9745126,right,0.0066570267,0.5914191,0.006151258,0.0070099635,none,1,403,37.96,99,67.33,46.46,16.79,19.11,91.56,71.96,55.58,18.36,12.66,1.99,6.45,0.99,0.99,0.25,5.71,13.15,5.46,2.23,13.65,10.67,4.22,5.96,0.5,21.09,6.95,2.98,10.67,7.94,0.5,2.23,19.85,0.5,5.71,0.25,0.99,1.99,1.24,0,0.74,0.25,5.21,3.47,1.74,0.25,0.25,0,0,0,0,0,18.11,2.98,0.74,0.5,0.74,0.25,0.99,14.89,0.5,0,0,1.24,3.23,2.48,0.5,0.25,3.23,0.74,0.74,0.5,1.24,0,0.74,0,0,0,0,0,0,0,0.25,0.74,0.74,0.99,0.99,0,0,0,2.23,0,10.67,15.88,0.25,2.73,12.41,1.24,0.74,0.25,5.46,5.21,7.44,0.99,0,0,0,0,0,18.61,6.7,7.94,0,0,3.23,0.74,0
2024/10/10,Kari Lake,DA7OKHPB_zY,Republican,Arizona,"Absolutely. I don't think we can do enough to secure our border. It is the most important issue facing Arizonans and facing our whole country. Every state is a border state right now because of this man's policies, this man's votes, which have been 100 percent open border. He sided with the cartels every step of the way and against the American people. And you and I are suffering because of it.  Thank you.",[],0,74,0.0,"I don't think we can do enough to secure our border. 

It is the most important issue facing Arizona and facing our whole country. 

Every state is a border state right now because of Ruben Gallego's policies.",[],0,37,0.0,0.99067545,0.69046193,0.21416058,0.9876732,elite,0.8138065,0.03963727,0.011082121,0.6698184,elite,1,74,24.47,94.28,27.74,39.97,10.57,16.22,87.84,68.92,59.46,17.57,10.81,2.7,4.05,2.7,1.35,0,6.76,17.57,6.76,1.35,8.11,10.81,2.7,8.11,1.35,16.22,6.76,8.11,4.05,4.05,0,0,20.27,2.7,9.46,1.35,2.7,1.35,0,1.35,2.7,0,4.05,2.7,1.35,1.35,0,1.35,0,0,0,0,14.86,1.35,1.35,1.35,0,0,1.35,12.16,0,0,0,4.05,2.7,1.35,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0,0,1.35,0,8.11,9.46,0,1.35,8.11,0,0,0,1.35,1.35,8.11,0,1.35,0,1.35,0,0,16.22,9.46,2.7,0,0,4.05,0,0
2024/10/10,Kari Lake,DA7OThSO7gg,Republican,Arizona,"And after he made that vote, he sashayed around the floor of Congress, waving a Ukrainian flag.  Actually not, because it was not done properly.  Listen, here's what happens in Washington, D.C.  These guys meet in back rooms.  They have an idea.  They say, let's put a border deal together.  Let's call it the safe border, whatever they call it,  because they always call it something, and it's really usually the opposite.  Then they throw a bunch of other stuff in there.  He sold us out. He sold us out to Ukraine. He spent $260 billion. He's voted for every penny  of that, but he would not help President Trump build the border wall. Even when President Trump  said to the Democrats, I want to make a deal when it comes to DACA. I want to make a deal when it  comes to DACA. Let's make them citizens in exchange for helping me come up with money to build the  border wall. And Ruben Gallego and the Democrats said, no, they're using these DACA recipients  as political pawns. I find that to be disgusting, Ruben. Why are you using them as pawns?  Why wouldn't you make a deal with President Trump?  I want to ask the veterans out there, can you ever imagine standing on the floor of Congress, standing anywhere, and waving the flag of another country?  and they never get to it. And the problem with this piece of legislation that I had a real problem with, Steve,  was that they attached it to $115 billion in foreign money and more money, our money.  Arizona's money going overseas to kill people.  And when they couldn't get this passed because there was no bipartisan support,  they may have had three different people writing it and pushing this,  but there was no bipartisan support. Three people supporting it.  The senators were not bipartisan behind it.  And in the House, they weren't supporting it either.  And the people weren't supporting it. So what they did is they separated it out  and Ruben Gallego voted to send another $60 billion to Ukraine.  any elements of that bipartisan border bill you would have supported.  That is what this gentleman did.",[],0,367,0.0,"When President Trump said to the Democrats, I want to make a deal when it comes to DACA.

Ruben Gallego and the Democrats said no. 

They're using these DACA recipients as political pawns. 

I find that to be disgusting.",[],0,39,0.0,0.99581534,0.022857687,0.030765764,0.84787285,elite,0.99377465,0.14688703,0.038346905,0.021892237,elite,1,368,20.46,70.07,46.68,40.09,11.87,18.48,91.58,73.37,60.05,20.11,10.33,1.63,1.63,1.09,1.9,4.08,9.78,14.13,5.98,2.17,11.96,8.7,5.71,7.61,3.26,18.75,3.8,2.99,4.62,2.45,0,2.17,23.91,1.9,13.04,0.82,3.26,2.17,1.36,0.82,4.08,0,2.45,1.9,0.54,0,0,0,0,0,0,0,17.12,5.71,2.45,0.27,0.27,0,2.17,11.41,0,0,0,2.45,5.98,5.71,1.09,0,4.89,0,0.54,1.9,2.45,0,0.54,0.27,0,0.27,0,0,0,0,0.27,0,0.82,0.54,0,0,0,0,0.27,0,9.51,12.23,0.27,2.72,9.78,0,0.27,0,2.72,5.71,3.8,0.54,0,0,0,0,0,19.02,7.88,6.25,0.82,0,3.26,0.82,0
2024/10/10,Kari Lake,DA7PSCPhNxl,Republican,Arizona,"He voted against President Trump's national emergency on the border.  He said the border is not that big of a deal in Arizona when he was talking to people who were donating money to his campaign and said he's not an expert on the border.  We need somebody who understands the threat on the border.  And I do.  And President Trump does.  And on day one, we're going to get busy undoing the damage caused by Kamala Harris, Joe Biden and Ruben Gallego, who's voted with him 100 percent of the time.  Can you imagine voting with the Kamala Harris and Joe Biden 100 percent of the time, especially when it comes to the border?  You know, this isn't just about an open border.  We've got 20 million people pouring in.  They're taking jobs.  They're taking housing.  This is why nobody can afford housing anymore, because we're having to compete with people who've come in illegally.  I am completely opposed to an open border.  I am 100 percent for legal immigration.  My mother-in-law came here legally.  And all of the incredible immigrants of this country who came here legally are horrified by the votes that my opponent has taken.  They're horrified by what Kamala Harris has done.",[],0,207,0.0,"MUST WATCH: Kari Lake is absolutely CRUSHING this debate!

This almost isn’t even fair… ??",[],0,15,0.0,0.97257453,0.5053573,0.026514465,0.7816709,elite,0.13910682,0.0023637323,0.0028774806,0.0027877197,none,1,207,44.59,87.1,25.51,4.83,12.18,18.36,89.37,70.05,54.59,15.94,11.59,2.42,1.93,0.97,2.9,1.45,4.35,13.04,7.73,2.9,13.04,11.59,4.83,4.83,1.93,22.71,3.86,3.86,6.76,2.42,0.97,4.35,24.15,0.97,8.21,1.45,1.45,1.93,0.48,0.48,1.93,0,2.9,0.48,2.42,0.97,0,0.97,0.97,0,0,0,16.43,3.38,0.48,0,0.97,0,1.45,12.56,0.48,0,0.48,2.9,4.35,4.35,0.48,0,2.9,0,0.97,0.97,0.97,0,0,0,0,0,0,0,0,0,0,1.93,0,2.42,0,0,0,0,0.48,0,8.21,9.18,0,1.93,8.21,0,0,0,3.38,5.8,9.66,0.97,0,0,0,0,0,17.39,7.73,2.9,0.48,0,5.31,0.97,0
2024/10/10,Kari Lake,DA7PsZEtQ5W,Republican,Arizona,"Mr. Grego, a minute to respond to this.  I want to finish this because...  You've even said this. You have admitted that you have a loved one who was a convicted felon drug trafficker, who's trafficked drugs into our country.  A 20-year-old daughter, a young mother.  And they say, I lost my son. He was 16 years old.  He took a half of what he thought was a Xanax pill, and he's not with us.  They're both terrible. It's a war against America. We have an invasion of people coming in.  And I remember seeing video of, they look like soldiers coming in, soldiers from other countries  coming and pouring across our border. And then we have the cartels empowered by Ruben Gallego  trafficking drugs into our state. We are the funnel for fentanyl. I have met so many parents  and loved ones on the campaign trail who come up to me and they wait usually till the end of an  event. You can spot it. There's a sorrow that you see in their face and they come up to me at the end of an event.  I feel for you. You got emotional talking about that, a close relative of yours.  And for you to continue to vote to empower cartels to bring in fentanyl,  which is a weapon of mass destruction, into our country.  You talked about the sorrow.  Mr. Gray, I've got one minute. Go ahead and respond.  He talked about the sorrow he felt from having a family member who trafficked drugs  and how hard it was for him.  And what you're doing to families right now, Ruben, is you're making that be their reality.  You're making it so moms and dads out there are losing people because of drugs.  Your votes on the border have empowered the cartels.  500,000 pounds of drugs seized at ports of entry.  What is the bigger threat to you, the flow of migrants or the flow of drugs?  One minute.  We are losing a generation of people.  We're losing an entire generation of young people.  And you should know better, Ruben.",[],0,351,0.0,"We are losing a generation of young people to Fentanyl. 

And Ruben should know better. He could stop this.

Instead, he's making it so moms and dads out there are losing loved ones because of this modern-day WMD. 

His votes on the border have empowered the cartels and started the flood of this poison.",[],0,54,0.0,0.98852926,0.1364993,0.037814423,0.18325809,elite,0.9973839,0.23081604,0.16641009,0.60453254,elite,1,351,57.81,99,54.92,7.44,10.64,13.11,91.17,73.5,58.4,19.37,15.1,2.56,2.85,4.56,1.99,1.99,4.27,13.96,8.26,1.42,15.67,9.12,3.13,5.98,0.28,19.09,4.56,3.42,9.69,5.98,1.42,2.28,17.95,0,6.27,1.99,1.99,0.85,0.57,0,1.42,0.28,5.13,1.71,3.13,1.42,0,1.14,0,0,0.85,0,21.94,3.99,0,0.57,0.28,0,1.99,17.95,3.42,0,0.85,3.13,1.14,0.85,0.28,0,0.57,0,0,0.57,0,0,3.42,3.13,0.57,0,0.28,0.85,0,0,0,0,0.28,0.85,0,0,0,0,1.14,0,7.98,10.54,0.28,2.85,7.41,1.14,0,0.85,5.41,4.27,5.13,0.28,0,0,0,0,0,18.8,10.26,4.56,0.28,0,3.13,0.57,0
